TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,KENPOM_NETRTG,KENPOM_ORTG,KENPOM_DRTG,KENPOM_ADJT,LUCK,SOS_NETRTG,NCSOS_NETRTG,TRUE_QUALITY_SCORE,KENPOM_RANK,SEED_DIVERGENCE,QMS,COACH,COACH_PREMIUM,EFF_RATIO,SHOOT_EDGE,TURNOVER_EDGE,REBOUND_SHARE,OFF_VERSATILITY,WIN_RATE,SEED_X_DIVERGENCE,COACH_X_DIVERGENCE,TQS_X_SOS,CONF_TOURNEY_WINS,CONF_TOURNEY_CHAMP
Missouri St.,MVC,33,16,104.7,99.8,0.6348,49.8,49.6,19.7,18.2,31.9,22.7,28.7,33.2,48.1,49.0,35.4,33.8,68.0,-9.0,,,2020,4.69,104.8,100.2,68.3,-0.083,0.84,-1.22,4.7232,121.0,,0.0,Dana Ford,0.0,1.0490981963927857,0.19999999999999574,-1.5,0.5842490842490843,1015.9799999999999,0.48484848484848486,,,3.967488,0.0,0
Monmouth,MAAC,31,18,98.4,101.8,0.4041,47.1,49.5,17.6,22.4,25.5,28.8,35.6,41.7,45.4,48.1,33.4,34.4,72.6,-8.2,,,2020,,,,,,,,-3.3999999999999915,148.0,,0.0,,0.0,0.9666011787819254,-2.3999999999999986,4.799999999999997,0.4696132596685083,1189.04,0.5806451612903226,,,,0.0,0
Montana,BSky,29,18,102.5,100.0,0.5709,52.3,48.7,16.9,20.5,20.1,25.4,26.1,46.3,51.4,48.0,36.4,33.6,68.2,-6.8,,,2020,3.08,103.2,100.1,68.2,0.019,-1.01,5.25,3.0724,137.0,,0.0,Travis Decuire,0.0,1.025,3.5999999999999943,3.6000000000000014,0.4417582417582418,950.04,0.6206896551724138,,,-3.103124,0.0,0
Montana St.,BSky,29,16,96.3,101.2,0.3622,49.0,48.3,20.6,15.9,22.4,25.0,38.4,30.8,49.8,48.4,31.5,32.1,67.4,-9.6,,,2020,,,,,,,,-4.900000000000006,148.0,,0.0,Danny Sprinkle,0.0,0.9515810276679841,0.7000000000000028,-4.700000000000001,0.47257383966244726,1209.6,0.5517241379310345,,,,0.0,0
Morehead St.,OVC,30,13,94.7,107.5,0.1885,47.2,49.7,18.1,17.3,27.9,28.3,31.5,29.2,50.6,50.0,27.3,32.7,67.3,-14.3,,,2020,,,,,,,,-12.799999999999995,148.0,,0.0,Preston Spradlin,0.0,0.8809302325581395,-2.5,-0.8000000000000007,0.49644128113879,859.95,0.43333333333333335,,,,0.0,0
Morgan St.,MEAC,28,15,91.8,106.9,0.1478,45.9,47.4,22.6,18.8,33.8,29.0,40.8,49.3,47.7,47.9,27.9,31.1,69.8,-12.6,,,2020,,,,,,,,-15.100000000000009,148.0,,0.0,,0.0,0.8587464920486435,-1.5,-3.8000000000000007,0.5382165605095541,1138.32,0.5357142857142857,,,,0.0,0
Mount St. Mary's,NEC,31,11,96.9,107.5,0.232,46.2,50.0,17.9,17.3,29.3,27.9,32.6,30.1,45.8,48.1,31.3,35.5,63.2,-16.3,,,2020,,,,,,,,-10.599999999999994,148.0,,0.0,,0.0,0.9013953488372094,-3.799999999999997,-0.5999999999999979,0.5122377622377622,1020.3800000000001,0.3548387096774194,,,,0.0,0
Murray St.,OVC,30,23,102.5,98.3,0.6187,52.7,46.4,19.9,18.5,28.9,24.8,40.1,32.2,51.6,46.3,36.7,31.0,68.7,-4.8,,,2020,3.15,102.4,99.3,68.9,-0.03,-7.75,-5.57,3.162,136.0,,0.0,Matt Mcmahon,0.0,1.0427263479145474,6.300000000000004,-1.3999999999999986,0.5381750465549348,1471.67,0.7666666666666667,,,-24.505499999999998,0.0,0
NJIT,ASun,29,9,94.6,104.7,0.2376,45.3,50.6,16.4,18.3,25.1,27.3,31.1,33.4,45.1,50.0,30.4,34.5,66.9,-15.0,,,2020,,,,,,,,-10.100000000000009,148.0,,0.0,Brian Kennedy,0.0,0.9035339063992358,-5.300000000000004,1.9000000000000021,0.47900763358778625,945.44,0.3103448275862069,,,,0.0,0
Navy,Pat,29,14,98.1,106.4,0.2818,46.1,50.7,18.8,18.1,33.8,25.9,32.0,30.1,47.5,50.4,29.3,34.0,62.2,-11.7,,,2020,,,,,,,,-8.300000000000011,148.0,,0.0,Ed Dechellis,0.0,0.9219924812030074,-4.600000000000001,-0.6999999999999993,0.5661641541038526,937.6,0.4827586206896552,,,,0.0,0
Nebraska,B10,32,7,101.4,100.5,0.5281,46.8,51.5,16.0,18.7,22.3,33.0,29.0,21.8,46.3,52.5,31.8,33.3,73.0,-10.4,,,2020,,,,,,,,0.9000000000000057,148.0,,0.0,Fred Hoiberg,0.0,1.008955223880597,-4.700000000000003,2.6999999999999993,0.40325497287522605,922.2,0.21875,,,,0.0,0
Nebraska Omaha,Sum,31,16,102.2,107.3,0.3651,49.9,52.6,17.0,16.0,27.2,26.7,27.6,29.5,49.4,51.5,34.0,36.1,69.2,-8.8,,,2020,,,,,,,,-5.099999999999994,148.0,,0.0,,0.0,0.9524697110904008,-2.700000000000003,-1.0,0.5046382189239332,938.4000000000001,0.5161290322580645,,,,0.0,0
Nevada,MWC,31,19,110.1,100.2,0.7476,52.9,47.0,16.7,15.2,25.2,24.4,28.3,36.5,49.5,48.8,38.3,29.8,71.1,-3.7,,,2020,9.32,110.3,101.0,71.0,-0.007,2.68,2.0,9.3228,85.0,,0.0,Steve Alford,0.0,1.0988023952095807,5.899999999999999,-1.5,0.5080645161290323,1083.8899999999999,0.6129032258064516,,,24.985104000000003,0.0,0
New Hampshire,AE,28,15,94.3,102.1,0.2844,46.8,47.2,18.4,16.3,28.2,21.4,25.8,39.1,44.8,47.0,33.0,31.6,68.6,-10.8,,,2020,,,,,,,,-7.799999999999997,148.0,,0.0,Bill Herrion,0.0,0.9236043095004898,-0.4000000000000057,-2.099999999999998,0.5685483870967742,851.4,0.5357142857142857,,,,0.0,0
New Mexico,MWC,32,19,104.3,102.9,0.5397,52.2,52.7,19.5,20.0,27.9,30.1,37.2,24.4,54.2,53.1,32.6,34.7,71.9,-5.7,,,2020,2.88,105.3,102.4,71.8,0.044,1.5,-3.24,2.8624,138.0,,0.0,Paul Weir,0.0,1.0136054421768708,-0.5,0.5,0.48103448275862065,1212.7200000000003,0.59375,,,4.2936,1.0,0
New Mexico St.,WAC,29,25,107.7,99.0,0.7242,52.7,49.6,20.6,20.9,34.5,21.7,31.9,32.0,53.4,49.7,34.6,32.9,63.5,-1.4,,,2020,8.14,107.6,99.4,63.5,0.06,-4.86,1.26,8.116000000000001,91.0,,0.0,Chris Jans,0.0,1.087878787878788,3.1000000000000014,0.29999999999999716,0.6138790035587188,1103.74,0.8620689655172413,,,-39.44376000000001,0.0,0
New Orleans,Slnd,26,9,99.9,114.8,0.1689,48.4,56.1,20.3,20.6,27.6,34.2,40.3,39.7,48.2,56.7,32.6,36.7,69.6,-15.5,,,2020,,,,,,,,-14.899999999999991,148.0,,0.0,Mark Slessinger,0.0,0.8702090592334496,-7.700000000000003,0.3000000000000007,0.4466019417475728,1313.78,0.34615384615384615,,,,0.0,0
Niagara,MAAC,32,12,98.9,112.5,0.1854,49.7,52.8,15.8,20.7,17.7,35.8,24.4,27.6,46.2,52.4,37.2,35.6,65.9,-14.6,,,2020,,,,,,,,-13.599999999999994,148.0,,0.0,Greg Paulus,0.0,0.8791111111111112,-3.0999999999999943,4.899999999999999,0.3308411214953271,907.6800000000001,0.375,,,,1.0,0
Nicholls St.,Slnd,27,21,100.0,101.2,0.4642,49.5,49.8,19.3,24.8,29.4,34.1,25.8,39.7,49.1,50.8,33.4,31.8,68.8,-4.7,,,2020,,,,,,,,-1.2000000000000028,148.0,,0.0,Austin Claunch,0.0,0.9881422924901185,-0.29999999999999716,5.5,0.46299212598425193,861.72,0.7777777777777778,,,,0.0,0
Norfolk St.,MEAC,27,16,94.2,101.7,0.2927,47.0,47.2,20.9,21.6,30.7,28.8,33.3,40.5,47.3,47.8,31.0,30.9,67.2,-11.5,,,2020,,,,,,,,-7.5,148.0,,0.0,,0.0,0.9262536873156342,-0.20000000000000284,0.7000000000000028,0.5159663865546218,1032.3,0.5925925925925926,,,,0.0,0
North Alabama,ASun,28,13,95.2,105.6,0.232,47.9,50.0,21.4,19.3,27.9,26.3,39.7,40.8,46.6,49.6,33.5,33.8,70.0,-11.5,,,2020,,,,,,,,-10.399999999999991,148.0,,0.0,Tony Pujol,0.0,0.9015151515151516,-2.1000000000000014,-2.099999999999998,0.5147601476014759,1329.95,0.4642857142857143,,,,0.0,0
North Carolina,ACC,33,14,108.2,98.3,0.7498,46.4,49.1,18.1,16.0,35.3,24.2,33.5,29.2,46.8,48.2,30.4,33.6,70.3,-5.0,,,2020,9.36,107.7,98.4,70.4,-0.05,10.39,7.39,9.38,84.0,,0.0,Roy Williams,0.0,1.1007121057985758,-2.700000000000003,-2.1000000000000014,0.5932773109243697,1018.4,0.42424242424242425,,,97.45820000000002,1.0,0
North Carolina A&T,MEAC,31,17,92.7,101.4,0.2634,47.1,47.7,20.6,21.4,28.5,30.4,41.4,42.0,48.4,50.2,29.6,29.2,73.3,-9.9,,,2020,,,,,,,,-8.700000000000003,148.0,,0.0,Willie Jones,0.0,0.9142011834319527,-0.6000000000000014,0.7999999999999972,0.4838709677419355,1225.44,0.5483870967741935,,,,0.0,0
North Carolina Central,MEAC,28,18,94.0,104.4,0.2304,50.5,48.5,22.6,22.8,28.5,32.9,35.8,33.7,52.9,50.1,30.9,30.7,66.2,-8.4,,,2020,,,,,,,,-10.400000000000006,148.0,,0.0,,0.0,0.900383141762452,2.0,0.1999999999999993,0.46416938110749184,1106.2199999999998,0.6428571428571429,,,,0.0,0
North Carolina St.,ACC,32,20,110.6,96.5,0.8273,50.8,47.8,16.9,20.1,28.8,30.9,28.5,35.4,52.6,48.0,31.8,31.6,69.5,-0.5,,,2020,13.39,110.7,97.3,69.5,-0.02,7.04,-2.93,13.398,50.0,,0.0,Kevin Keatts,0.0,1.1461139896373056,3.0,3.200000000000003,0.4824120603015075,906.3000000000001,0.625,,,94.32191999999999,0.0,0
North Dakota,Sum,30,15,101.8,108.4,0.3257,50.6,52.4,19.0,15.1,24.8,25.5,36.7,29.8,51.9,50.9,32.4,37.3,68.7,-11.3,,,2020,,,,,,,,-6.6000000000000085,148.0,,0.0,Paul Sather,0.0,0.9391143911439114,-1.7999999999999972,-3.9000000000000004,0.49304174950298213,1189.08,0.5,,,,2.0,0
North Dakota St.,Sum,31,25,106.0,101.6,0.6184,51.9,49.2,14.7,14.6,22.4,19.0,33.3,26.6,51.2,49.3,35.2,32.7,65.9,-3.1,,,2020,5.56,106.8,101.2,66.0,0.032,-3.91,-1.84,5.547199999999999,112.0,,0.0,David Richman,0.0,1.0433070866141734,2.6999999999999957,-0.09999999999999964,0.5410628019323671,1172.16,0.8064516129032258,,,-21.689552,0.0,0
North Florida,ASun,31,21,112.3,110.8,0.5372,54.6,50.3,17.3,15.8,26.9,31.8,28.6,28.1,52.4,51.3,37.8,31.6,69.4,-4.9,,,2020,,,,,,,,1.5,148.0,,0.0,Matthew Driscoll,0.0,1.013537906137184,4.300000000000004,-1.5,0.4582623509369676,1081.08,0.6774193548387096,,,,1.0,0
North Texas,CUSA,29,20,111.6,100.3,0.7717,55.3,49.8,20.6,20.7,29.3,27.7,29.4,38.8,54.6,47.8,37.5,35.5,63.0,-3.5,,,2020,9.97,111.2,101.2,62.9,-0.032,1.92,6.11,9.9828,77.0,,0.0,Grant Mccasland,0.0,1.1126620139581256,5.5,0.09999999999999787,0.5140350877192983,1102.5,0.6896551724137931,,,19.166976,0.0,0
Northeastern,CAA,33,17,105.9,101.2,0.6272,54.8,51.7,17.9,19.8,24.4,24.2,25.6,30.6,54.3,53.2,37.1,32.9,66.0,-10.7,,,2020,2.19,105.4,103.2,65.9,-0.113,-3.51,-2.89,2.2352,142.0,,0.0,Bill Coen,0.0,1.0464426877470356,3.0999999999999943,1.9000000000000021,0.5020576131687243,949.7600000000001,0.5151515151515151,,,-7.845551999999999,2.0,0
Northern Arizona,BSky,28,16,101.7,107.8,0.3373,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28.0,48.1,52.8,35.3,36.4,66.3,-9.0,,,2020,,,,,,,,-6.099999999999994,148.0,,0.0,Shane Burcar,0.0,0.9434137291280149,-3.799999999999997,1.3999999999999986,0.504708097928437,1104.8899999999999,0.5714285714285714,,,,0.0,0
Northern Colorado,BSky,29,22,109.3,101.1,0.7089,54.7,48.5,15.4,16.8,25.0,24.0,25.3,24.9,53.6,50.2,37.4,28.5,65.0,-3.7,,,2020,10.12,110.2,100.1,65.0,-0.035,-2.29,1.74,10.134,75.0,,0.0,Jeff Linder,0.0,1.0811078140454995,6.200000000000003,1.4000000000000004,0.5102040816326531,946.22,0.7586206896551724,,,-23.206860000000002,0.0,0
Northern Illinois,MAC,30,18,99.2,100.7,0.4553,47.2,47.2,18.0,17.0,30.5,24.3,27.4,32.2,45.2,48.0,33.7,30.8,64.8,-7.2,,,2020,,,,,,,,-1.5,148.0,,0.0,Mark Montgomery,0.0,0.9851042701092354,0.0,-1.0,0.5565693430656935,923.38,0.6,,,,0.0,0
Northern Iowa,MVC,29,25,111.8,99.8,0.7871,54.8,48.5,18.6,15.6,28.9,22.5,27.6,25.8,52.6,47.2,38.6,33.7,65.7,0.9,,,2020,13.43,112.7,99.3,65.8,0.019,0.97,1.26,13.4224,49.0,,0.0,Ben Jacobson,0.0,1.1202404809619237,6.299999999999997,-3.0000000000000018,0.5622568093385214,1065.3600000000001,0.8620689655172413,,,13.019727999999999,0.0,0
Northern Kentucky,Horz,30,23,100.8,101.1,0.4914,49.5,46.5,18.0,20.2,29.7,31.9,33.4,31.0,52.4,47.7,30.6,29.6,65.6,-4.2,,,2020,2.11,102.0,99.8,65.7,0.074,-5.16,-0.21,2.0804,143.0,,0.0,,0.0,0.9970326409495549,3.0,2.1999999999999993,0.48214285714285715,1022.04,0.7666666666666667,,,-10.734864,0.0,0
Northwestern,B10,31,8,105.4,100.0,0.6469,46.9,49.2,15.6,15.8,22.0,29.3,25.8,28.6,46.9,47.9,31.2,34.0,66.5,-9.0,,,2020,3.61,104.9,101.3,66.7,-0.087,11.64,-2.56,3.6448,132.0,,0.0,Chris Collins,0.0,1.054,-2.3000000000000043,0.20000000000000107,0.4288499025341131,804.96,0.25806451612903225,,,42.425472,0.0,0
Northwestern St.,Slnd,27,15,98.5,106.2,0.2977,49.7,48.1,21.6,17.8,30.7,32.5,33.9,37.2,47.9,45.4,35.2,35.5,72.1,-10.8,,,2020,,,,,,,,-7.700000000000003,148.0,,0.0,,0.0,0.9274952919020716,1.6000000000000014,-3.8000000000000007,0.48575949367088606,1193.28,0.5555555555555556,,,,0.0,0
Notre Dame,ACC,32,20,111.2,98.5,0.8006,50.4,47.5,14.2,16.8,26.9,28.1,25.0,19.7,49.4,45.8,34.5,33.7,68.1,-1.1,,,2020,12.09,110.7,98.6,68.1,-0.021,5.02,-8.69,12.0984,57.0,,0.0,Mike Brey,0.0,1.1289340101522842,2.8999999999999986,2.6000000000000014,0.4890909090909091,862.5,0.625,,,60.733968,1.0,1
Oakland,Horz,32,14,99.1,104.7,0.3485,48.1,49.3,19.9,17.7,28.5,30.3,37.4,26.2,50.6,49.5,29.4,32.8,66.0,-13.0,,,2020,,,,,,,,-5.6000000000000085,148.0,,0.0,Greg Kampe,0.0,0.9465138490926456,-1.1999999999999957,-2.1999999999999993,0.48469387755102045,1099.56,0.4375,,,,1.0,0
Ohio,MAC,30,17,103.6,101.6,0.5558,51.3,49.1,18.7,18.1,26.6,24.8,29.6,32.8,51.3,48.5,34.2,33.3,68.0,-8.2,,,2020,,,,,,,,2.0,148.0,,0.0,Jeff Boals,0.0,1.0196850393700787,2.1999999999999957,-0.5999999999999979,0.5175097276264591,1012.3200000000002,0.5666666666666667,,,,1.0,1
Ohio St.,B10,31,21,114.6,92.6,0.92,52.3,46.2,19.1,18.3,31.1,25.5,36.7,29.3,49.7,44.2,37.3,32.7,66.2,3.8,,,2020,22.23,114.3,92.0,66.2,-0.038,11.1,-1.31,22.2452,8.0,,0.0,Chris Holtmann,0.0,1.2375809935205184,6.099999999999994,-0.8000000000000007,0.549469964664311,1368.91,0.6774193548387096,,,246.92172,0.0,0
Oklahoma,B12,31,19,108.2,93.4,0.8442,48.2,46.7,16.0,16.7,23.4,27.4,31.3,19.7,48.6,44.2,31.8,33.6,69.7,2.1,,,2020,15.7,108.8,93.1,69.6,0.031,12.22,5.86,15.6876,36.0,,0.0,Lon Kruger,0.0,1.158458244111349,1.5,0.6999999999999993,0.46062992125984253,995.34,0.6129032258064516,,,191.702472,0.0,0
Oklahoma St.,B12,32,18,107.2,94.7,0.8068,47.8,46.7,19.4,20.6,29.5,29.0,35.2,33.1,48.0,48.3,31.5,29.9,68.3,0.0,,,2020,12.73,107.2,94.5,68.4,0.034,11.31,4.17,12.7164,53.0,,0.0,Michael Boynton,0.0,1.1319957761351638,1.0999999999999943,1.2000000000000028,0.5042735042735043,1108.8000000000002,0.5625,,,143.822484,0.0,0
Old Dominion,CUSA,32,13,98.6,98.0,0.5177,45.3,48.1,18.1,18.5,30.8,21.7,28.8,34.0,46.0,46.0,29.3,33.8,66.4,-11.4,,,2020,,,,,,,,0.5999999999999943,148.0,,0.0,Jeff A Jones,0.0,1.0061224489795917,-2.8000000000000043,0.3999999999999986,0.5866666666666667,843.84,0.40625,,,,0.0,0
Oral Roberts,Sum,27,17,107.5,106.2,0.5359,50.9,51.7,13.8,18.2,29.0,26.9,28.2,31.7,51.4,52.0,33.3,34.1,70.2,-7.2,,,2020,3.34,108.2,104.9,70.4,-0.103,-0.49,12.03,3.3812,135.0,,0.0,Paul Mills,0.0,1.012241054613936,-0.8000000000000043,4.399999999999999,0.5187835420393561,939.06,0.6296296296296297,,,-1.6567880000000001,1.0,0
Oregon,P12,31,24,117.5,97.4,0.8968,54.3,47.3,17.5,19.8,32.7,31.1,28.9,29.5,51.4,46.2,39.6,32.6,65.2,4.7,,,2020,20.0,117.1,97.1,65.0,0.023,8.15,4.11,19.9908,17.0,,0.0,Dana Altman,0.0,1.2063655030800822,7.0,2.3000000000000007,0.5125391849529781,1144.44,0.7741935483870968,,,162.92502000000002,0.0,0
Oregon St.,P12,31,18,110.5,101.3,0.7305,51.6,49.4,17.3,18.6,26.5,29.0,38.8,30.9,53.2,47.9,32.5,34.7,65.8,-2.9,,,2020,8.93,110.9,102.0,65.6,-0.002,5.06,-5.88,8.9308,87.0,,0.0,Wayne Tinkle,0.0,1.0908193484698914,2.200000000000003,1.3000000000000007,0.4774774774774775,1261.0,0.5806451612903226,,,45.189848,0.0,0
Pacific,WCC,31,23,103.5,98.2,0.6474,49.5,48.1,18.2,18.1,33.0,21.3,34.0,41.6,48.9,46.3,34.1,34.3,64.8,-2.8,,,2020,4.7,103.8,99.1,64.9,0.072,-1.29,-7.9,4.6712,120.0,,0.0,Damon Stoudamire,0.0,1.0539714867617107,1.3999999999999986,-0.09999999999999787,0.6077348066298343,1159.4,0.7419354838709677,,,-6.025848,0.0,0
Penn,Ivy,26,16,103.4,99.8,0.6003,52.3,47.6,17.3,16.7,22.8,28.4,24.6,25.0,55.0,45.9,32.6,34.3,70.1,-4.5,,,2020,2.63,103.4,100.8,70.2,0.025,0.42,3.2,2.62,141.0,,0.0,Steve Donahue,0.0,1.0360721442885772,4.699999999999996,-0.6000000000000014,0.4453125,801.96,0.6153846153846154,,,1.1004,0.0,0
Penn St.,B10,31,21,111.4,91.9,0.9019,49.5,46.4,15.8,18.6,29.2,27.6,31.0,31.8,50.0,45.2,32.5,32.5,70.9,3.4,,,2020,17.91,110.3,92.4,70.9,0.014,10.72,-4.2,17.9044,26.0,,0.0,Patrick Chambers,0.0,1.2121871599564744,3.1000000000000014,2.8000000000000007,0.5140845070422535,1007.5,0.6774193548387096,,,191.935168,0.0,0
Pepperdine,WCC,32,16,107.7,103.4,0.6163,50.0,52.8,17.4,19.0,26.9,27.8,33.0,34.7,48.4,50.3,35.1,38.1,70.9,-6.2,,,2020,2.87,107.2,104.4,70.8,0.034,3.22,0.3,2.8564000000000003,139.0,,0.0,Lorenzo Romar,0.0,1.041586073500967,-2.799999999999997,1.6000000000000014,0.4917733089579524,1158.3,0.5,,,9.197608,1.0,0
Pittsburgh,ACC,33,16,103.2,98.8,0.6225,45.1,49.8,18.4,23.3,32.8,34.5,35.1,26.0,45.5,49.0,29.6,33.9,65.3,-4.8,,,2020,5.65,104.0,98.3,65.5,0.001,7.32,-4.01,5.6496,111.0,,0.0,Jeff Capel Iii,0.0,1.0445344129554657,-4.699999999999996,4.900000000000002,0.487369985141159,1038.96,0.48484848484848486,,,41.35507200000001,1.0,0
Portland,WCC,30,9,94.2,103.6,0.2512,48.6,51.6,19.8,18.2,19.3,30.6,33.5,31.2,47.0,51.0,34.4,35.0,69.1,-14.6,,,2020,,,,,,,,-9.399999999999991,148.0,,0.0,Terry Porter,0.0,0.9092664092664093,-3.0,-1.6000000000000014,0.3867735470941884,1152.3999999999999,0.3,,,,0.0,0
Portland St.,BSky,30,18,108.8,108.4,0.512,49.6,52.9,17.7,20.3,35.9,34.3,30.8,32.1,49.2,53.3,33.8,34.6,71.6,-8.4,,,2020,,,,,,,,0.3999999999999915,148.0,,0.0,Barret Peery,0.0,1.003690036900369,-3.299999999999997,2.6000000000000014,0.5113960113960114,1041.04,0.6,,,,0.0,0
Prairie View A&M,SWAC,30,19,95.2,101.6,0.3203,47.4,47.8,20.2,23.7,27.9,28.1,40.5,49.2,48.1,50.6,30.3,28.7,70.6,-7.5,,,2020,,,,,,,,-6.3999999999999915,148.0,,0.0,,0.0,0.9370078740157481,-0.3999999999999986,3.5,0.49821428571428567,1227.15,0.6333333333333333,,,,0.0,0
Presbyterian,BSth,30,10,97.6,113.8,0.1463,50.2,53.8,21.9,16.9,26.4,27.4,35.7,37.1,50.9,53.1,32.5,36.4,66.8,-17.7,,,2020,,,,,,,,-16.200000000000003,148.0,,0.0,Quinton Ferrell,0.0,0.8576449912126537,-3.5999999999999943,-5.0,0.49070631970260226,1160.25,0.3333333333333333,,,,0.0,0
Princeton,Ivy,26,14,106.7,104.1,0.5717,53.6,52.3,18.3,17.2,24.6,24.0,27.8,26.5,53.8,51.9,35.5,35.4,66.2,-7.4,,,2020,,,,,,,,2.6000000000000085,148.0,,0.0,Mitch Henderson,0.0,1.0249759846301634,1.3000000000000043,-1.1000000000000014,0.5061728395061729,986.9,0.5384615384615384,,,,0.0,0
Providence,BE,31,19,109.3,91.8,0.8812,47.3,47.4,19.3,21.4,33.7,28.4,35.9,37.4,45.9,47.9,33.2,31.1,68.6,0.3,,,2020,15.0,107.8,92.8,68.4,-0.008,8.85,-1.12,15.0032,40.0,,0.0,Ed Cooley,0.0,1.1906318082788672,-0.10000000000000142,2.099999999999998,0.5426731078904993,1191.88,0.6129032258064516,,,132.77831999999998,0.0,0
Purdue,B10,31,16,109.6,91.6,0.887,47.8,47.1,17.4,20.4,34.9,27.2,25.8,31.9,46.7,48.1,33.0,30.5,64.3,-0.6,,,2020,18.57,109.3,90.8,64.6,-0.104,12.19,2.78,18.6116,24.0,,0.0,Matt Painter,0.0,1.1965065502183405,0.6999999999999957,3.0,0.5619967793880838,851.4,0.5161290322580645,,,226.87540399999997,0.0,0
Quinnipiac,MAAC,30,15,99.5,109.4,0.251,50.9,48.8,19.9,14.1,27.0,26.2,28.2,23.6,48.1,46.5,35.7,35.3,68.6,-11.6,,,2020,,,,,,,,-9.900000000000006,148.0,,0.0,Baker Dunleavy,0.0,0.9095063985374771,2.1000000000000014,-5.799999999999999,0.5075187969924811,1006.74,0.5,,,,0.0,0
Radford,BSth,30,21,104.7,107.3,0.4306,52.6,50.1,16.4,16.3,30.4,26.6,32.5,34.3,52.4,50.8,35.2,32.9,64.1,-6.0,,,2020,,,,,,,,-2.5999999999999943,148.0,,0.0,Mike Jones,0.0,0.9757688723205965,2.5,-0.09999999999999787,0.5333333333333333,1144.0,0.7,,,,1.0,0
Rhode Island,A10,30,21,104.7,94.4,0.7664,46.9,47.4,16.4,20.9,30.4,28.6,37.1,28.5,46.7,49.1,31.5,29.7,71.2,0.5,,,2020,11.06,105.2,94.2,71.2,0.068,4.64,4.07,11.0328,65.0,,0.0,David Cox,0.0,1.1091101694915253,-0.5,4.5,0.5152542372881356,1168.65,0.7,,,51.192192,0.0,0
Rice,CUSA,30,15,105.7,107.6,0.4493,51.5,53.0,18.8,17.6,24.4,26.6,34.3,29.8,52.0,55.1,34.0,33.2,70.3,-10.6,,,2020,,,,,,,,-1.8999999999999917,148.0,,0.0,Scott Pera,0.0,0.9823420074349443,-1.5,-1.1999999999999993,0.4784313725490196,1166.1999999999998,0.5,,,,0.0,0
Richmond,A10,31,24,108.5,94.9,0.8249,53.5,47.7,15.6,19.9,22.6,26.3,27.8,30.2,53.0,49.1,36.2,30.5,69.0,1.2,,,2020,13.87,109.2,95.3,69.3,0.044,1.86,-0.95,13.8524,46.0,,0.0,Chris Mooney,0.0,1.143308746048472,5.799999999999997,4.299999999999999,0.46216768916155415,1006.3600000000001,0.7741935483870968,,,25.765464,0.0,0
Rider,MAAC,30,18,99.0,102.0,0.4157,49.1,49.1,19.6,19.1,30.6,24.0,40.8,30.3,49.6,49.5,32.1,32.5,70.9,-7.5,,,2020,,,,,,,,-3.0,148.0,,0.0,Kevin Baggett,0.0,0.9705882352941176,0.0,-0.5,0.5604395604395604,1309.68,0.6,,,,0.0,0
Robert Morris,NEC,33,20,100.2,103.5,0.4084,51.4,50.4,18.7,21.4,28.2,29.3,26.0,31.7,49.6,51.5,36.1,32.3,66.1,-9.2,,,2020,,,,,,,,-3.299999999999997,148.0,,0.0,Andrew Toole,0.0,0.9681159420289855,1.0,2.6999999999999993,0.49043478260869566,938.6,0.6060606060606061,,,,3.0,1
Rutgers,B10,30,20,107.5,91.0,0.8711,48.9,45.1,17.9,18.9,32.0,25.4,29.1,27.5,50.1,43.8,30.8,31.2,67.3,1.6,,,2020,17.72,107.9,90.2,67.4,-0.042,9.88,-4.44,17.7368,28.0,,0.0,Steve Pikiell,0.0,1.1813186813186813,3.799999999999997,1.0,0.5574912891986062,896.2800000000001,0.6666666666666666,,,175.239584,0.0,0
SIU Edwardsville,OVC,29,8,93.1,108.6,0.1445,46.9,51.2,19.8,18.3,27.5,29.7,30.1,40.6,47.1,52.0,31.0,33.4,68.9,-18.1,,,2020,,,,,,,,-15.5,148.0,,0.0,Brian Barone,0.0,0.8572744014732965,-4.300000000000004,-1.5,0.4807692307692307,933.1,0.27586206896551724,,,,0.0,0
SMU,Amer,30,19,112.9,103.3,0.7372,52.1,49.2,19.8,18.7,34.1,29.0,31.7,28.2,54.7,47.4,32.3,34.4,64.7,-2.5,,,2020,8.62,112.4,103.8,64.8,0.004,2.6,-4.81,8.6184,88.0,,0.0,Tim Jankovich,0.0,1.0929332042594386,2.8999999999999986,-1.1000000000000014,0.5404120443740095,1023.9099999999999,0.6333333333333333,,,22.40784,0.0,0
Sacramento St.,BSky,28,16,97.1,98.5,0.4579,45.4,48.0,19.1,21.7,32.2,25.9,32.1,35.3,44.7,46.8,31.6,34.2,63.6,-9.1,,,2020,,,,,,,,-1.4000000000000057,148.0,,0.0,,0.0,0.9857868020304568,-2.6000000000000014,2.599999999999998,0.5542168674698795,1014.3600000000001,0.5714285714285714,,,,0.0,0
